Sat Jul 30 22:16:00 2022    output.dat

         4156758 function calls (3123299 primitive calls) in 14.951 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\email\errors.py:104(ObsoleteHeaderDefect)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\email\_policybase.py:41(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\typing.py:341(_Final)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\importlib\abc.py:64(MetaPathFinder)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\logging\__init__.py:1249(PlaceHolder)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\logging\__init__.py:1784(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\traceback.py:87(_Sentinel)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:306(RecursiveGrammarException)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1455(_UnboundedCache)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2398(Literal)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3160(LineEnd)
        2    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3461(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\dataclasses.py:199(_FIELD_BASE)
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        2    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISREG}
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\sre_parse.py:98(checkgroup)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\__init__.py:247(ResolutionError)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\__init__.py:936(_ReqExtras)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\xml\__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\email\errors.py:16(HeaderParseError)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\typing.py:1169(_CallableGenericAlias)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\jaraco\context.py:205(suppress)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3180(StringStart)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4226(TokenConverter)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4364(Suppress)
        1    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
        3    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\__init__.py:111(PEP440Warning)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\__init__.py:1126(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\__init__.py:1920(PathMetadata)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\__init__.py:3082(RequirementParseError)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\shutil.py:65(SpecialFileError)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\xml\parsers\__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\email\errors.py:44(StartBoundaryNotFoundDefect)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\calendar.py:33(IllegalWeekdayError)
        2    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\calendar.py:57(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\packaging\version.py:54(InvalidVersion)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\packaging\specifiers.py:33(InvalidSpecifier)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\packaging\utils.py:15(InvalidWheelFilename)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\logging\__init__.py:1778(RootLogger)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\packaging\requirements.py:27(InvalidRequirement)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2372(Empty)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3954(_NullToken)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4299(Dict)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\dataclasses.py:315(_DataclassParams)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\packaging\markers.py:69(Variable)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\packaging\markers.py:204(Undefined)
        1    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\shutil.py:69(ExecError)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\shutil.py:79(_GiveupOnFastCopy)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\plistlib.py:439(InvalidFileException)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\email\errors.py:24(MultipartConversionError)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\email\errors.py:28(CharsetError)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\email\errors.py:41(NoBoundaryInMultipartDefect)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\email\errors.py:56(MissingHeaderBodySeparatorDefect)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\email\errors.py:61(MultipartInvariantViolationDefect)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\email\errors.py:64(InvalidMultipartContentTransferEncodingDefect)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\email\errors.py:70(InvalidBase64PaddingDefect)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\email\errors.py:73(InvalidBase64CharactersDefect)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\typing.py:406(_LiteralSpecialForm)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\typing.py:2264(NamedTupleMeta)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\packaging\requirements.py:67(<lambda>)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:195(_Constants)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3188(parseImpl)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\dataclasses.py:190(_KW_ONLY_TYPE)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\packaging\markers.py:36(InvalidMarker)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\packaging\markers.py:48(UndefinedEnvironmentName)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\packaging\markers.py:74(Value)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\packaging\markers.py:79(Op)
        1    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:795(is_package)
        2    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\enum.py:1049(<lambda>)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\__init__.py:1106(ExtractionError)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\__init__.py:1945(EggMetadata)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\__init__.py:3237(PkgResourcesDeprecationWarning)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\email\errors.py:47(CloseBoundaryNotFoundDefect)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\email\errors.py:53(MisplacedEnvelopeHeaderDefect)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\email\errors.py:67(UndecodableBytesDefect)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\email\errors.py:90(HeaderMissingRequiredValue)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\email\errors.py:112(InvalidDateDefect)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\calendar.py:162(setfirstweekday)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\typing.py:1275(_LiteralGenericAlias)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\typing.py:1287(_ConcatenateGenericAlias)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\typing.py:1486(_ProtocolMeta)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\more_itertools\more.py:3597(AbortThread)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\packaging\_manylinux.py:17(_InvalidELFFileHeader)
        2    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1363(parseImpl)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1478(_FifoCache)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3888(OneOrMore)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4222(_ForwardNoRecurse)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\copy.py:55(Error)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\dataclasses.py:172(FrozenInstanceError)
        2    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\__init__.py:2010(find_nothing)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\email\errors.py:50(FirstHeaderLineIsContinuationDefect)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\email\errors.py:76(InvalidBase64LengthDefect)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\email\errors.py:87(InvalidHeaderDefect)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\typing.py:1385(_TypingEmpty)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\importlib\abc.py:256(FileLoader)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\packaging\utils.py:21(InvalidSdistFilename)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:282(ParseFatalException)
        2    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4705(<lambda>)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\packaging\markers.py:42(UndefinedComparison)
        1    0.000    0.000    0.000    0.000 {built-in method _abc.get_cache_token}
        1    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'index' of 'tuple' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\sre_parse.py:101(checklookbehindgroup)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\email\errors.py:107(NonASCIILocalPartDefect)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\typing.py:1392(_TypingEllipsis)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:183(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:287(ParseSyntaxException)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\__init__.py:1649(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\jaraco\__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\logging\__init__.py:239(_register_at_fork_reinit_lock)


